CO,NO,NOX,NO2,O3,PM10,PM25,RH,SO2,TMP,WDR,WSP
0.7,2.0,32.0,29.0,6.0,43.0,20.0,41.0,3.0,17.0,189.0,1.3
0.53,1.0,23.0,22.0,12.0,39.0,16.0,42.0,3.0,16.0,198.0,1.1
0.56,4.0,28.0,24.0,8.0,26.0,11.0,44.0,3.0,16.0,246.0,1.1
1.02,53.0,88.0,35.0,2.0,28.0,14.0,47.0,4.0,15.0,304.0,1.4
0.69,16.0,46.0,30.0,3.0,51.0,25.0,51.0,6.0,15.0,307.0,1.4
0.99,35.0,73.0,38.0,2.0,39.0,18.0,64.0,12.0,14.0,16.0,1.4
0.9,18.0,49.0,32.0,10.0,63.0,29.0,74.0,9.0,14.0,83.0,1.6
0.98,17.0,51.0,34.0,21.0,71.0,34.0,69.0,15.0,15.0,13.0,1.2
0.89,12.0,46.0,34.0,38.0,76.0,36.0,59.0,14.0,17.0,18.0,1.5
0.65,5.0,27.0,22.0,62.0,75.0,35.0,47.0,9.0,18.0,62.0,1.7
0.6,3.0,21.0,18.0,85.0,70.0,36.0,38.0,7.0,21.0,56.0,1.6
0.54,2.0,16.0,15.0,98.0,69.0,35.0,32.0,5.0,23.0,81.0,1.6
0.4,1.0,10.0,9.0,74.0,73.0,34.0,28.0,3.0,24.0,228.0,2.1
0.35,2.0,8.0,6.0,57.0,58.0,23.0,28.0,3.0,24.0,218.0,2.6
0.36,2.0,8.0,7.0,61.0,51.0,16.0,27.0,2.0,24.0,204.0,2.4
0.43,1.0,11.0,9.0,58.0,51.0,17.0,29.0,3.0,24.0,212.0,2.6
0.46,1.0,13.0,12.0,52.0,51.0,17.0,30.0,3.0,23.0,199.0,2.5
0.62,3.0,26.0,23.0,41.0,49.0,17.0,29.0,3.0,22.0,354.0,2.5
0.7,2.0,35.0,33.0,30.0,113.0,19.0,33.0,3.0,19.0,5.0,2.2
0.66,2.0,32.0,30.0,28.0,162.0,18.0,40.0,3.0,17.0,7.0,1.9
0.68,1.0,31.0,30.0,26.0,103.0,14.0,47.0,2.0,15.0,14.0,1.8
0.61,1.0,30.0,29.0,29.0,90.0,19.0,52.0,2.0,15.0,345.0,1.7
0.61,5.0,41.0,36.0,15.0,60.0,20.0,46.0,6.0,18.0,331.0,2.1
0.54,2.0,30.0,29.0,25.0,68.0,22.0,59.0,3.0,13.0,21.0,1.4
0.48,1.0,23.0,22.0,28.0,75.0,25.0,66.0,2.0,12.0,42.0,1.6
0.37,1.0,16.0,15.0,33.0,70.0,18.0,68.0,2.0,12.0,18.0,1.4
0.37,1.0,16.0,15.0,31.0,67.0,17.0,70.0,2.0,11.0,38.0,1.5
0.39,1.0,19.0,18.0,26.0,74.0,25.0,73.0,2.0,11.0,42.0,1.4
0.51,2.0,31.0,29.0,15.0,60.0,17.0,74.0,2.0,10.0,37.0,1.3
0.81,10.0,50.0,40.0,4.0,63.0,22.0,75.0,2.0,10.0,32.0,1.3
0.86,17.0,51.0,34.0,12.0,64.0,18.0,72.0,3.0,11.0,16.0,1.4
0.87,18.0,51.0,33.0,22.0,68.0,18.0,65.0,4.0,13.0,43.0,1.3
0.95,15.0,53.0,38.0,36.0,82.0,27.0,55.0,4.0,15.0,46.0,1.3
0.96,9.0,48.0,39.0,58.0,89.0,33.0,43.0,5.0,18.0,222.0,1.3
0.85,7.0,43.0,36.0,73.0,93.0,38.0,36.0,4.0,21.0,42.0,1.5
0.48,4.0,23.0,19.0,66.0,82.0,31.0,30.0,3.0,23.0,351.0,1.6
0.45,2.0,16.0,13.0,92.0,46.0,22.0,27.0,3.0,24.0,52.0,1.8
0.5,2.0,16.0,15.0,109.0,42.0,19.0,25.0,3.0,25.0,4.0,1.8
0.48,1.0,14.0,13.0,116.0,52.0,22.0,21.0,4.0,26.0,31.0,1.6
0.43,1.0,12.0,11.0,107.0,54.0,21.0,20.0,3.0,27.0,71.0,1.9
0.48,1.0,16.0,15.0,102.0,68.0,20.0,21.0,3.0,26.0,29.0,2.1
0.53,1.0,19.0,18.0,51.0,78.0,23.0,26.0,2.0,24.0,26.0,3.1
0.55,1.0,19.0,18.0,40.0,125.0,20.0,32.0,2.0,22.0,7.0,3.1
0.56,2.0,23.0,21.0,32.0,111.0,16.0,37.0,2.0,21.0,16.0,3.1
0.61,2.0,28.0,26.0,25.0,84.0,18.0,40.0,2.0,20.0,3.0,2.4
0.69,5.0,38.0,34.0,18.0,61.0,13.0,44.0,2.0,19.0,13.0,2.0
0.6,2.0,42.0,39.0,24.0,46.0,12.0,26.0,5.0,19.0,314.0,1.9
0.65,7.0,52.0,45.0,8.0,61.0,23.0,50.0,13.0,18.0,330.0,1.7
0.64,3.0,46.0,43.0,8.0,58.0,20.0,52.0,15.0,17.0,346.0,1.6
0.57,2.0,37.0,35.0,12.0,58.0,26.0,57.0,14.0,16.0,60.0,1.3
0.5,2.0,28.0,26.0,16.0,52.0,25.0,66.0,30.0,14.0,74.0,1.8
0.45,1.0,25.0,23.0,20.0,49.0,25.0,69.0,30.0,14.0,41.0,1.4
0.55,2.0,31.0,29.0,13.0,38.0,19.0,68.0,22.0,13.0,43.0,1.1
0.79,11.0,48.0,37.0,5.0,38.0,18.0,69.0,12.0,13.0,24.0,1.1
0.81,18.0,52.0,35.0,12.0,49.0,22.0,67.0,23.0,14.0,26.0,1.3
0.67,11.0,38.0,26.0,28.0,51.0,22.0,62.0,28.0,15.0,54.0,1.6
0.65,8.0,34.0,25.0,42.0,57.0,27.0,53.0,21.0,17.0,43.0,1.3
0.72,8.0,40.0,32.0,57.0,59.0,22.0,42.0,14.0,19.0,321.0,1.3
0.72,5.0,37.0,32.0,81.0,69.0,33.0,32.0,10.0,22.0,289.0,1.4
0.63,3.0,29.0,26.0,98.0,65.0,27.0,24.0,8.0,25.0,136.0,1.4
0.46,2.0,16.0,14.0,109.0,66.0,28.0,19.0,6.0,26.0,345.0,1.7
0.43,2.0,14.0,12.0,113.0,60.0,24.0,16.0,4.0,27.0,298.0,1.8
0.39,1.0,11.0,10.0,99.0,68.0,21.0,13.0,3.0,28.0,1.0,1.8
0.38,2.0,13.0,11.0,82.0,58.0,14.0,11.0,3.0,29.0,7.0,2.2
0.44,2.0,14.0,12.0,93.0,58.0,15.0,15.0,3.0,28.0,55.0,2.1
0.57,1.0,14.0,13.0,103.0,88.0,20.0,23.0,4.0,26.0,149.0,2.0
0.72,1.0,19.0,18.0,89.0,93.0,27.0,27.0,4.0,24.0,177.0,1.4
0.7,1.0,21.0,20.0,81.0,79.0,27.0,29.0,3.0,23.0,218.0,1.5
0.76,2.0,33.0,32.0,37.0,68.0,27.0,24.0,3.0,22.0,9.0,1.7
0.65,4.0,43.0,39.0,25.0,63.0,20.0,21.0,3.0,21.0,325.0,1.8
1.04,4.0,54.0,50.0,10.0,45.0,14.0,31.0,3.0,21.0,53.0,1.1
0.54,2.0,37.0,34.0,24.0,43.0,13.0,34.0,10.0,19.0,316.0,1.7
0.58,2.0,44.0,42.0,15.0,44.0,18.0,36.0,11.0,18.0,323.0,1.2
0.63,2.0,40.0,38.0,16.0,42.0,18.0,37.0,8.0,17.0,73.0,1.1
0.61,1.0,31.0,30.0,21.0,41.0,17.0,42.0,9.0,16.0,64.0,1.1
0.6,1.0,32.0,31.0,18.0,54.0,34.0,48.0,16.0,15.0,51.0,1.1
0.65,2.0,38.0,36.0,10.0,39.0,21.0,57.0,25.0,14.0,23.0,1.1
0.73,6.0,43.0,38.0,8.0,46.0,26.0,57.0,28.0,14.0,17.0,1.0
0.74,10.0,42.0,31.0,19.0,53.0,31.0,54.0,35.0,15.0,20.0,1.3
0.76,10.0,37.0,27.0,34.0,51.0,25.0,48.0,28.0,17.0,47.0,1.2
0.72,7.0,33.0,26.0,53.0,53.0,27.0,38.0,21.0,19.0,10.0,1.3
0.71,4.0,29.0,25.0,76.0,51.0,26.0,32.0,13.0,21.0,339.0,1.3
0.63,4.0,29.0,25.0,89.0,56.0,27.0,25.0,8.0,23.0,329.0,1.7
0.63,2.0,25.0,23.0,131.0,56.0,27.0,19.0,9.0,25.0,359.0,1.8
0.51,2.0,18.0,17.0,128.0,66.0,36.0,12.0,7.0,27.0,22.0,1.7
0.44,1.0,14.0,13.0,122.0,53.0,26.0,9.0,6.0,28.0,10.0,1.7
0.46,1.0,14.0,13.0,127.0,45.0,19.0,8.0,6.0,29.0,336.0,1.7
0.46,1.0,13.0,12.0,129.0,49.0,22.0,7.0,5.0,30.0,161.0,1.4
0.48,1.0,12.0,11.0,125.0,52.0,22.0,10.0,5.0,29.0,71.0,2.0
0.6,1.0,14.0,13.0,103.0,64.0,22.0,18.0,5.0,27.0,101.0,2.4
0.73,1.0,20.0,20.0,92.0,98.0,31.0,24.0,4.0,25.0,143.0,1.6
0.73,1.0,25.0,24.0,71.0,80.0,34.0,24.0,4.0,24.0,97.0,2.1
0.81,1.0,30.0,29.0,50.0,68.0,22.0,27.0,3.0,23.0,10.0,1.4
1.03,4.0,52.0,48.0,16.0,59.0,20.0,29.0,3.0,22.0,354.0,1.0
1.16,2.0,26.0,26.44950213371266,44.00657894736842,41.0,19.0,30.0,3.0,22.0,16.0,1.4
0.88,2.0,46.0,45.0,13.0,55.0,19.0,31.0,4.0,20.0,77.0,1.2
0.74,1.0,26.0,25.0,44.0,49.0,17.0,36.0,4.0,19.0,143.0,1.2
0.58,1.0,16.0,15.0,49.0,61.0,31.0,39.0,3.0,18.0,185.0,1.5
0.57,1.0,21.0,20.0,32.0,54.0,29.0,41.0,4.0,18.0,115.0,1.1
0.54,1.0,23.0,21.0,26.0,55.0,32.0,45.0,4.0,17.0,219.0,1.2
0.61,3.0,30.0,28.0,16.0,39.0,17.0,48.0,3.0,16.0,201.0,1.3
1.13,21.0,63.0,43.0,4.0,34.0,13.0,51.0,4.0,16.0,193.0,1.1
1.49,35.0,78.0,44.0,8.0,48.0,19.0,50.0,4.0,16.0,198.0,1.1
1.79,40.0,104.0,63.0,15.0,60.0,25.0,41.0,4.0,19.0,280.0,1.1
1.31,17.0,69.0,52.0,43.0,79.0,36.0,36.0,5.0,20.0,278.0,1.3
0.79,4.0,32.0,28.0,81.0,78.0,39.0,29.0,4.0,23.0,250.0,1.2
0.97,4.0,45.0,41.0,102.0,66.0,31.0,22.0,4.0,25.0,15.0,1.4
0.78,3.0,34.0,31.0,118.0,71.0,32.0,16.0,4.0,27.0,15.0,1.7
0.67,2.0,25.0,23.0,133.0,71.0,31.0,13.0,4.0,28.0,276.0,1.5
0.62,1.0,18.0,17.0,143.0,67.0,34.0,11.0,4.0,29.0,1.0,1.7
0.45,1.0,13.0,11.0,80.0,66.0,31.0,9.0,4.0,30.0,94.0,2.1
0.48,1.0,14.0,12.0,70.0,71.0,21.0,12.0,8.0,29.0,205.0,2.8
0.54,1.0,18.0,16.0,65.0,94.0,23.0,15.0,8.0,28.0,207.0,2.6
0.65,1.0,20.0,19.0,70.0,64.0,22.0,22.0,4.0,25.0,164.0,2.7
0.72,1.0,22.0,21.0,63.0,70.0,23.0,24.0,4.0,24.0,115.0,1.8
0.84,2.0,33.0,31.0,45.0,63.0,29.0,23.0,4.0,24.0,89.0,1.2
1.16,6.0,47.0,41.0,27.0,50.0,25.0,22.0,4.0,24.0,74.0,1.2
0.96,2.0,40.0,38.0,26.0,41.0,20.0,23.0,3.0,23.0,51.0,1.3
0.58,2.0,36.0,34.0,36.0,84.0,21.0,39.0,7.0,21.0,25.0,1.8
0.6,2.0,26.0,26.44950213371266,44.00657894736842,52.0,24.0,32.0,3.0,21.0,19.0,1.5
0.6,2.0,26.0,26.44950213371266,44.00657894736842,66.0,32.0,34.0,3.0,20.0,22.0,1.6
0.6,2.0,26.0,26.44950213371266,44.00657894736842,50.0,29.0,35.0,3.0,19.0,10.0,1.7
0.49,1.0,11.0,10.0,46.0,44.0,25.0,37.0,3.0,19.0,25.0,1.3
0.55,1.0,16.0,15.0,39.0,52.0,26.0,38.0,3.0,18.0,39.0,1.5
0.72,3.0,31.0,29.0,24.0,43.0,23.0,41.0,3.0,17.0,34.0,1.3
1.59,54.0,102.0,49.0,5.0,50.0,30.0,44.0,4.0,17.0,26.0,1.1
2.28,99.0,158.0,59.0,6.0,63.0,31.0,42.0,5.0,18.0,47.0,0.9
1.55,27.0,86.0,59.0,22.0,72.0,29.0,35.0,4.0,19.0,354.0,1.0
1.34,18.0,76.0,58.0,41.0,65.0,33.0,29.0,4.0,22.0,26.0,1.1
1.09,8.0,53.0,44.0,66.0,66.0,34.0,23.0,4.0,24.0,24.0,1.4
0.87,4.0,34.0,30.0,92.0,64.0,35.0,17.0,4.0,26.0,22.0,1.6
0.62,3.0,23.0,20.0,96.0,57.0,27.0,11.0,4.0,28.0,5.0,1.7
0.5,2.0,16.0,14.0,95.0,42.0,19.0,7.0,6.0,29.0,176.0,1.6
0.51,1.0,15.0,14.0,112.0,38.0,17.0,7.0,5.0,30.0,86.0,2.1
0.49,1.0,13.0,12.0,116.0,94.0,23.0,7.0,4.0,30.0,50.0,1.7
0.48,1.0,12.0,11.0,103.0,63.0,22.0,9.0,4.0,30.0,79.0,1.8
0.54,1.0,15.0,14.0,82.0,64.0,20.0,15.0,4.0,29.0,90.0,2.4
0.66,1.0,18.0,17.0,81.0,82.0,24.0,21.0,4.0,27.0,109.0,2.5
0.8,1.0,21.0,20.0,70.0,79.0,33.0,21.0,4.0,25.0,89.0,1.7
0.83,2.0,34.0,32.0,45.0,80.0,43.0,21.0,4.0,25.0,46.0,1.7
0.62,3.0,31.0,28.0,40.0,67.0,27.0,30.0,6.0,24.0,24.0,2.6
0.6,2.0,31.0,29.0,41.0,89.0,19.0,35.0,7.0,23.0,20.0,2.8
0.66,2.0,33.0,31.0,29.0,69.0,22.0,46.0,7.0,21.0,19.0,1.7
0.51,1.0,26.0,24.0,44.0,49.0,23.0,40.0,12.0,21.0,60.0,1.6
0.49,1.0,18.0,18.0,47.0,38.0,17.0,40.0,8.0,20.0,55.0,1.3
0.57,1.0,29.0,28.0,30.0,29.0,17.0,44.0,6.0,19.0,20.0,1.3
0.61,1.0,25.0,24.0,26.0,40.0,24.0,44.0,6.0,19.0,12.0,1.4
0.68,1.0,24.0,23.0,25.0,58.0,28.0,46.0,6.0,18.0,17.0,1.4
0.86,4.0,38.0,35.0,12.0,66.0,31.0,48.0,5.0,17.0,26.0,1.5
1.19,14.0,54.0,41.0,7.0,62.0,32.0,51.0,4.0,17.0,31.0,1.2
1.79,58.0,110.0,52.0,7.0,73.0,38.0,47.0,6.0,18.0,11.0,1.2
1.96,65.0,143.0,78.0,11.0,83.0,39.0,41.0,7.0,20.0,19.0,1.3
1.62,37.0,125.0,87.0,28.0,93.0,41.0,36.0,9.0,22.0,25.0,1.4
1.07,10.0,64.0,54.0,70.0,99.0,48.0,30.0,7.0,24.0,14.0,1.6
0.75,4.0,34.0,30.0,102.0,93.0,45.0,25.0,6.0,25.0,309.0,1.4
0.61,2.0,21.0,19.0,119.0,72.0,37.0,19.0,6.0,27.0,150.0,1.4
0.54,1.0,16.0,15.0,124.0,69.0,36.0,15.0,6.0,28.0,136.0,1.5
0.53,1.0,16.0,14.0,127.0,61.0,30.0,13.0,6.0,29.0,125.0,1.8
0.57,2.0,20.0,18.0,97.0,76.0,31.0,14.0,7.0,29.0,354.0,2.4
0.64,2.0,28.0,26.0,110.0,81.0,25.0,14.0,7.0,29.0,356.0,1.9
0.49,1.0,15.0,14.0,76.0,70.0,30.0,15.0,6.0,29.0,191.0,2.4
0.55,1.0,18.0,16.0,67.0,62.0,19.0,19.0,4.0,27.0,205.0,2.6
0.6,1.0,18.0,17.0,66.0,57.0,17.0,22.0,3.0,25.0,15.0,2.0
0.71,1.0,23.0,22.0,57.0,50.0,20.0,21.0,3.0,25.0,7.0,1.5
0.67,3.0,31.0,28.0,32.0,49.0,23.0,29.0,4.0,24.0,19.0,2.8
0.6,2.0,29.0,27.0,32.0,101.0,23.0,31.0,3.0,22.0,21.0,2.2
0.78,3.0,43.0,40.0,26.0,49.0,22.0,41.0,4.0,21.0,88.0,1.9
0.55,1.0,26.0,24.0,38.0,59.0,28.0,48.0,6.0,20.0,324.0,1.3
0.61,1.0,24.0,22.0,32.0,43.0,22.0,48.0,6.0,20.0,169.0,1.3
0.61,1.0,23.0,22.0,25.0,47.0,28.0,50.0,6.0,19.0,186.0,1.3
0.58,1.0,19.0,17.0,27.0,54.0,29.0,47.0,6.0,19.0,201.0,1.2
0.57,1.0,18.0,16.0,26.0,55.0,27.0,47.0,5.0,18.0,231.0,1.4
0.72,4.0,34.0,30.0,11.0,57.0,33.0,49.0,4.0,17.0,230.0,1.0
1.3,28.0,66.0,38.0,3.0,53.0,29.0,51.0,4.0,17.0,175.0,1.1
1.48,45.0,85.0,41.0,6.0,61.0,29.0,50.0,5.0,17.0,37.0,1.4
1.14,23.0,66.0,43.0,21.0,88.0,41.0,46.0,5.0,19.0,64.0,1.4
0.85,7.0,38.0,31.0,54.0,81.0,38.0,41.0,6.0,21.0,23.0,1.3
0.75,4.0,27.0,23.0,76.0,67.0,32.0,32.0,5.0,23.0,34.0,1.4
0.53,2.0,17.0,15.0,83.0,71.0,37.0,24.0,4.0,25.0,37.0,1.4
0.47,2.0,16.0,14.0,77.0,40.0,19.0,15.0,6.0,27.0,108.0,1.5
0.54,1.0,14.0,13.0,111.0,35.0,19.0,16.0,5.0,28.0,144.0,1.6
0.61,2.0,23.0,21.0,96.0,47.0,23.0,17.0,7.0,27.0,248.0,2.0
0.59,2.0,22.0,19.0,76.0,70.0,28.0,20.0,8.0,26.0,279.0,2.8
0.45,1.0,11.0,9.0,79.0,137.0,25.0,20.0,9.0,27.0,48.0,1.9
0.57,2.0,20.0,17.0,65.0,52.0,22.0,27.0,4.0,25.0,21.0,2.8
0.71,2.0,25.0,24.0,48.0,91.0,25.0,27.0,4.0,24.0,6.0,1.8
0.92,2.0,33.0,30.0,41.0,65.0,23.0,30.0,4.0,24.0,24.0,1.4
1.21,5.0,56.0,51.0,22.0,88.0,26.0,32.0,4.0,23.0,6.0,1.6
0.69,1.0,24.0,23.0,42.0,102.0,32.0,39.0,3.0,22.0,12.0,1.8
0.64,2.0,27.0,25.0,42.0,64.0,24.0,37.0,3.0,21.0,18.0,1.7
0.92,3.0,38.0,35.0,25.0,38.0,28.0,71.0,3.0,17.0,17.0,1.4
0.67,2.0,32.0,31.0,33.0,60.0,28.0,44.0,4.0,20.0,47.0,1.7
0.68,2.0,38.0,36.0,26.0,55.0,28.0,44.0,4.0,20.0,303.0,1.3
0.79,2.0,42.0,40.0,16.0,52.0,29.0,46.0,4.0,19.0,341.0,1.1
0.92,2.0,46.0,44.0,8.0,52.0,28.0,51.0,4.0,18.0,185.0,1.3
1.03,4.0,44.0,40.0,6.0,66.0,33.0,51.0,4.0,18.0,39.0,1.3
1.03,10.0,51.0,41.0,4.0,81.0,41.0,53.0,4.0,17.0,37.0,1.3
1.24,19.0,61.0,43.0,4.0,80.0,42.0,53.0,4.0,17.0,5.0,0.8
1.79,76.0,127.0,51.0,5.0,79.0,44.0,54.0,6.0,17.0,1.0,1.1
1.16,22.0,67.0,45.0,18.0,96.0,43.0,50.0,10.0,18.0,26.0,1.3
1.12,14.0,64.0,50.0,38.0,90.0,44.0,44.0,11.0,20.0,13.0,1.2
0.9,6.0,43.0,37.0,73.0,87.0,47.0,37.0,11.0,22.0,63.0,1.3
0.86,3.0,34.0,31.0,105.0,83.0,45.0,30.0,9.0,24.0,113.0,1.5
0.79,2.0,30.0,27.0,124.0,87.0,51.0,25.0,8.0,26.0,251.0,1.5
0.68,2.0,19.0,17.0,128.0,85.0,49.0,23.0,10.0,27.0,209.0,2.1
0.55,2.0,16.0,14.0,69.0,89.0,47.0,25.0,13.0,26.0,203.0,3.0
0.58,2.0,17.0,15.0,73.0,72.0,29.0,25.0,10.0,25.0,188.0,2.0
0.94,5.0,49.0,44.0,57.0,69.0,35.0,37.0,6.0,23.0,346.0,2.5
0.88,2.0,39.0,36.0,61.0,117.0,33.0,57.0,6.0,19.0,16.0,2.5
0.83,1.0,31.0,30.0,50.0,65.0,33.0,60.0,4.0,18.0,4.0,2.1
0.81,2.0,31.0,29.0,41.0,36.0,26.0,71.0,3.0,17.0,6.5,2.1
0.61,1.0,19.0,17.0,47.0,35.0,25.0,73.0,3.0,16.0,9.0,1.3
0.76,1.0,25.0,23.0,39.0,37.0,29.0,68.0,3.0,17.0,11.0,1.3
0.85,2.0,35.0,33.0,26.0,45.0,31.0,61.0,3.0,17.0,282.0,1.3
0.92,3.0,51.0,48.0,17.0,45.0,33.0,72.0,3.0,17.0,19.0,1.6
1.07,7.0,72.0,65.0,3.0,42.0,31.0,76.0,4.0,17.0,21.0,1.0
0.93,2.0,49.0,47.0,13.0,56.0,43.0,74.0,4.0,17.0,15.0,1.0
0.81,2.0,37.0,35.0,20.0,43.0,34.0,72.0,4.0,16.0,23.0,1.1
0.73,2.0,29.0,27.0,21.0,44.0,34.0,74.0,3.0,16.0,183.0,1.6
0.87,3.0,38.0,35.0,12.0,49.0,38.0,75.0,3.0,16.0,189.0,1.6
0.99,4.0,41.0,37.0,9.0,49.0,37.0,74.0,3.0,16.0,184.0,1.3
1.22,13.0,54.0,41.0,12.0,61.0,46.0,68.0,4.0,17.0,199.0,1.0
1.35,19.0,67.0,48.0,21.0,58.0,41.0,62.0,4.0,18.0,84.0,1.3
1.6,19.0,74.0,56.0,35.0,73.0,47.0,60.0,4.0,19.0,79.0,1.4
1.01,6.0,39.0,33.0,72.0,97.0,62.0,39.0,4.0,22.0,59.0,1.5
0.54,2.0,14.0,12.0,82.0,77.0,47.0,30.0,3.0,24.0,11.0,2.0
0.47,2.0,12.0,11.0,96.0,43.0,25.0,27.0,4.0,25.0,7.0,2.1
0.49,2.0,13.0,11.0,102.0,45.0,26.0,25.0,4.0,25.0,26.0,1.6
0.56,1.0,18.0,17.0,91.0,50.0,35.0,24.0,4.0,25.0,6.0,2.1
0.64,2.0,20.0,18.0,94.0,42.0,19.0,30.0,3.0,24.0,299.0,2.5
0.62,1.0,15.0,14.0,87.0,55.0,31.0,33.0,3.0,23.0,81.0,2.1
0.65,2.0,19.0,17.0,64.0,49.0,29.0,39.0,3.0,22.0,256.0,2.2
0.73,2.0,26.0,24.0,56.0,33.0,17.0,41.0,3.0,21.0,271.0,2.0
0.74,1.0,29.0,27.0,47.0,31.0,18.0,53.0,3.0,19.0,4.0,1.9
0.97,2.0,40.0,38.0,29.0,44.0,26.0,56.0,3.0,19.0,5.0,1.4
0.96,4.0,54.0,50.0,16.0,41.0,24.0,59.0,3.0,18.0,322.0,2.2
0.9,3.0,42.0,39.0,23.0,44.0,24.0,61.0,3.0,18.0,287.0,1.6
0.68,2.0,26.0,26.44950213371266,44.00657894736842,44.0,26.0,75.0,3.0,16.0,107.0,2.0
0.97,2.0,39.0,37.0,18.0,36.0,24.0,60.0,3.0,17.0,148.0,1.1
0.91,2.0,37.0,35.0,19.0,40.0,29.0,59.0,3.0,17.0,60.0,1.1
1.13,2.0,43.0,41.0,9.0,39.0,27.0,64.0,3.0,17.0,53.0,1.0
1.07,3.0,44.0,40.0,9.0,54.0,38.0,65.0,3.0,16.0,30.0,1.1
1.09,6.0,49.0,43.0,4.0,49.0,31.0,68.0,3.0,16.0,153.0,1.1
1.05,5.0,46.0,41.0,4.0,56.0,38.0,70.0,3.0,15.0,66.0,0.8
1.6,53.0,98.0,44.0,3.0,59.0,41.0,72.0,4.0,15.0,3.0,1.0
1.38,37.0,81.0,44.0,8.0,60.0,39.0,69.0,4.0,16.0,63.0,1.3
1.17,17.0,59.0,41.0,26.0,61.0,35.0,63.0,4.0,17.0,57.0,1.3
0.96,9.0,42.0,33.0,50.0,65.0,40.0,50.0,4.0,20.0,69.0,1.2
0.75,5.0,32.0,27.0,73.0,63.0,39.0,35.0,4.0,22.0,4.0,1.7
0.7,3.0,25.0,22.0,102.0,51.0,34.0,28.0,5.0,23.0,355.0,2.0
0.49,2.0,15.0,13.0,92.0,53.0,36.0,22.0,4.0,25.0,350.0,2.3
0.43,2.0,12.0,10.0,95.0,46.0,27.0,21.0,9.0,25.0,38.0,2.1
0.41,1.0,10.0,9.0,97.0,46.0,26.0,20.0,8.0,26.0,32.0,2.2
0.39,1.0,10.0,9.0,96.0,52.0,31.0,24.0,5.0,25.0,31.0,2.0
0.42,2.0,11.0,10.0,92.0,47.0,29.0,24.0,4.0,25.0,4.0,1.6
0.43,1.0,13.0,12.0,77.0,43.0,28.0,28.0,4.0,24.0,13.0,2.2
0.48,1.0,13.0,11.0,49.0,44.0,21.0,79.0,3.0,16.0,4.0,3.1
0.6,1.0,19.0,26.44950213371266,44.00657894736842,53.0,26.905244601145878,76.0,3.0,17.0,13.0,1.5
0.58,2.0,21.0,19.0,44.00657894736842,0.0,26.905244601145878,67.0,3.0,17.0,45.0,2.0
0.66,3.0,31.0,28.0,44.00657894736842,0.0,26.905244601145878,70.0,3.0,16.0,47.0,1.6
0.81,6.0,44.0,38.0,44.00657894736842,30.0,18.0,72.0,3.0,17.0,83.0,1.9
1.15,11.0,60.0,50.0,44.00657894736842,41.0,27.0,68.0,3.0,17.0,59.0,1.3
0.6,2.0,26.0,26.44950213371266,44.00657894736842,46.0,29.0,79.0,3.0,16.0,127.0,1.9
0.6,2.0,26.0,26.44950213371266,44.00657894736842,36.0,24.0,80.0,3.0,15.0,88.0,1.4
0.6,2.0,26.0,26.44950213371266,44.00657894736842,27.0,17.0,80.0,3.0,15.0,68.0,1.3
0.44,3.0,24.0,22.0,44.00657894736842,31.0,22.0,80.0,5.0,15.0,353.0,1.2
0.57,6.0,37.0,30.0,44.00657894736842,31.0,23.0,82.0,5.0,15.0,5.0,1.1
0.7,17.0,51.0,34.0,44.00657894736842,34.0,24.0,85.0,4.0,14.0,358.0,1.2
0.96,25.0,55.0,30.0,44.00657894736842,37.0,24.0,89.0,4.0,14.0,10.0,1.3
0.96,24.0,52.0,28.0,44.00657894736842,41.0,27.0,86.0,4.0,14.0,66.0,1.2
0.8,17.0,45.0,28.0,44.00657894736842,40.0,26.0,78.0,5.0,16.0,270.0,1.1
0.94,17.0,52.0,34.0,44.00657894736842,40.0,27.0,68.0,4.0,17.0,50.0,1.4
0.85,11.0,44.0,33.0,44.00657894736842,50.0,30.0,59.0,5.0,19.0,31.0,1.8
0.66,4.0,26.0,21.0,44.00657894736842,62.0,40.0,51.0,4.0,21.0,38.0,1.7
0.59,2.0,18.0,16.0,44.00657894736842,62.0,43.0,40.0,4.0,23.0,161.0,2.0
0.55,2.0,17.0,15.0,44.00657894736842,62.0,38.0,43.0,3.0,21.0,192.0,2.2
0.45,2.0,12.0,11.0,44.00657894736842,46.0,26.0,34.0,3.0,23.0,201.0,2.5
0.54,2.0,20.0,18.0,62.0,41.0,27.0,41.0,3.0,21.0,240.0,2.8
0.7,3.0,30.0,27.0,59.0,37.0,19.0,66.0,3.0,17.0,211.0,1.6
0.57,2.0,19.0,16.0,44.00657894736842,30.0,21.0,67.0,3.0,17.0,217.0,2.6
0.61,2.0,18.0,16.0,44.00657894736842,26.0,17.0,64.0,3.0,17.0,180.0,2.1
0.73,2.0,24.0,22.0,44.00657894736842,26.0,18.0,59.0,3.0,17.0,104.0,1.4
0.92,3.0,38.0,35.0,44.00657894736842,28.0,18.0,65.0,3.0,17.0,52.0,1.2
0.86,4.0,41.0,38.0,44.00657894736842,27.0,17.0,63.0,3.0,17.0,331.0,1.2
1.05,7.0,51.0,44.0,44.00657894736842,33.0,17.0,66.0,3.0,17.0,255.0,1.1
0.94,17.0,70.0,53.0,13.0,41.0,20.0,37.0,3.0,20.0,348.0,1.1
0.53,1.0,22.0,21.0,29.0,45.0,30.0,76.0,3.0,15.0,88.0,1.5
